NO_OF_SAMPLES	24000
FREQUENCY	1200
TIME_STAMP	2020-01-28, 14:27:43.885	5208.83582520
FIRST_SAMPLE	1
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11053M
FORCE_PLATE_CORNER_POSX_POSY_X	353.011101
FORCE_PLATE_CORNER_POSX_POSY_Y	1295.030594
FORCE_PLATE_CORNER_POSX_POSY_Z	-2.601500
FORCE_PLATE_CORNER_NEGX_POSY_X	747.085989
FORCE_PLATE_CORNER_NEGX_POSY_Y	1294.596434
FORCE_PLATE_CORNER_NEGX_POSY_Z	-2.692300
FORCE_PLATE_CORNER_NEGX_NEGY_X	746.431708
FORCE_PLATE_CORNER_NEGX_NEGY_Y	700.785577
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-2.136100
FORCE_PLATE_CORNER_POSX_NEGY_X	352.357000
FORCE_PLATE_CORNER_POSX_NEGY_Y	701.219738
FORCE_PLATE_CORNER_POSX_NEGY_Z	-2.045300
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
1404	1.16917	-3.327393	-4.296875	-11.542480	-2.370972	-2.181641	-1.487793	-189.009687	205.412666	0.000000	
1405	1.17000	-3.144775	-4.117432	-14.085449	-2.379272	-2.068848	-1.450012	-146.878358	168.917045	0.000000	
1406	1.17083	-3.326294	-4.296631	-12.630859	-2.592773	-2.146118	-1.562012	-169.910700	205.272924	0.000000	
1407	1.17167	-3.592163	-4.114258	-14.081055	-2.644897	-1.980103	-1.617676	-140.621749	187.833761	0.000000	
1408	1.17250	-3.325073	-4.206299	-13.357422	-2.685181	-2.250732	-1.506042	-168.500512	201.025369	0.000000	
1409	1.17333	-3.409546	-3.575073	-14.449707	-2.443848	-2.043579	-1.561646	-141.427027	169.127834	0.000000	
1410	1.17417	-3.321167	-3.755859	-14.449219	-2.569824	-2.110229	-1.524475	-146.044539	177.852122	0.000000	
1411	1.17500	-3.773071	-4.293457	-13.351563	-2.549438	-2.092285	-1.561829	-156.707139	190.946826	0.000000	
1412	1.17583	-2.881958	-4.659912	-11.543945	-2.401733	-2.235107	-1.599548	-193.617291	208.051349	0.000000	
1413	1.17667	-3.680420	-3.843628	-13.718750	-2.433472	-2.123901	-1.524536	-154.817412	177.382901	0.000000	
1414	1.17750	-2.701050	-4.391113	-11.911133	-2.544678	-2.053345	-1.487671	-172.388702	213.638600	0.000000	
1415	1.17833	-3.505615	-4.295410	-12.266113	-2.415894	-2.117798	-1.599365	-172.654353	196.956729	0.000000	
1416	1.17917	-3.681030	-3.933716	-13.718262	-2.430176	-2.123779	-1.505981	-154.814024	177.148959	0.000000	
1417	1.18000	-3.508057	-4.565918	-11.538086	-2.582275	-2.258179	-1.580872	-195.715193	223.804486	0.000000	
1418	1.18083	-3.235962	-4.297119	-13.357910	-2.460693	-2.002319	-1.468750	-149.897650	184.212450	0.000000	
1419	1.18167	-3.236084	-4.027344	-11.545410	-2.425171	-1.933289	-1.469116	-167.450835	210.054980	0.000000	
1420	1.18250	-3.503296	-4.025146	-12.994141	-2.691772	-2.117554	-1.506104	-162.962198	207.152788	0.000000	
1421	1.18333	-3.503784	-4.294922	-14.080566	-2.505493	-2.187012	-1.412720	-155.321289	177.939800	0.000000	
1422	1.18417	-3.596313	-4.654785	-13.350586	-2.536133	-2.295654	-1.543213	-171.951576	189.964158	0.000000	
1423	1.18500	-3.237915	-4.477295	-12.630859	-2.586182	-2.142700	-1.562012	-169.640096	204.751044	0.000000	
1424	1.18583	-3.771362	-4.023193	-13.354004	-2.426758	-2.127197	-1.561829	-159.292844	181.725109	0.000000	
1425	1.18667	-3.685791	-4.474365	-12.263184	-2.718750	-2.089478	-1.580750	-170.386223	221.700179	0.000000	
1426	1.18750	-3.236328	-4.386963	-13.719727	-2.369141	-2.037231	-1.505981	-148.489216	172.681330	0.000000	
1427	1.18833	-3.238037	-4.387451	-11.905273	-2.500488	-2.283203	-1.524963	-191.780822	210.031991	0.000000	
1428	1.18917	-3.325073	-4.386230	-14.444336	-2.369629	-1.970032	-1.580261	-136.387837	164.052464	0.000000	
1429	1.19000	-3.952515	-4.472168	-14.073730	-2.676025	-2.168335	-1.617676	-154.069667	190.143288	0.000000	
1430	1.19083	-3.147339	-4.477539	-13.719727	-2.719604	-2.068848	-1.524536	-150.793651	198.225852	0.000000	
1431	1.19167	-3.687500	-5.104248	-14.435059	-2.785645	-2.122925	-1.598938	-147.067280	192.977709	0.000000	
1432	1.19250	-3.596191	-4.564697	-12.989258	-2.494873	-2.050659	-1.561951	-157.873468	192.072025	0.000000	
1433	1.19333	-3.593262	-4.114502	-12.992188	-2.511475	-1.980774	-1.561951	-152.458847	193.306524	0.000000	
1434	1.19417	-2.789307	-4.479980	-13.723633	-2.277222	-2.055664	-1.487305	-149.790080	165.934320	0.000000	
1435	1.19500	-3.051880	-3.577637	-14.090820	-2.620239	-2.030518	-1.561768	-144.102155	185.953635	0.000000	
1436	1.19583	-3.055420	-4.387939	-15.535645	-2.458862	-2.239868	-1.524109	-144.176069	158.272307	0.000000	
1437	1.19667	-3.057861	-4.658203	-14.808105	-2.315796	-2.064941	-1.542908	-139.446698	156.387048	0.000000	
1438	1.19750	-3.328369	-4.746582	-13.353027	-2.620972	-2.040405	-1.561829	-152.804695	196.282956	0.000000	
1439	1.19833	-3.239502	-4.747314	-12.628418	-2.399414	-2.212769	-1.506165	-175.221359	190.001160	0.000000	
1440	1.19917	-3.327271	-4.386719	-12.267578	-2.456665	-2.181274	-1.580750	-177.808072	200.256727	0.000000	
1441	1.20000	-3.325684	-4.206543	-12.631836	-2.463501	-2.076050	-1.506165	-164.350599	195.023193	0.000000	
1442	1.20083	-3.324585	-4.206299	-13.719727	-2.464233	-2.215698	-1.543152	-161.497260	179.612428	0.000000	
1443	1.20167	-3.324097	-4.116211	-13.721191	-2.467529	-2.145630	-1.617737	-156.373439	179.833458	0.000000	
1444	1.20250	-3.505981	-4.475342	-12.990723	-2.542603	-1.837219	-1.580627	-141.425484	195.724488	0.000000	
1445	1.20333	-3.416138	-4.475830	-13.354492	-2.454224	-2.113892	-1.468750	-158.290676	183.775137	0.000000	
1446	1.20417	-2.881714	-4.659912	-11.907227	-2.446289	-1.989807	-1.487671	-167.109202	205.445748	0.000000	
1447	1.20500	-3.684570	-4.384277	-12.989258	-2.589966	-2.229126	-1.468811	-171.613037	199.392903	0.000000	
1448	1.20583	-3.235718	-4.297119	-13.720703	-2.372437	-2.072266	-1.561829	-151.032028	172.909253	0.000000	
1449	1.20667	-3.506226	-4.565186	-13.352539	-2.672119	-2.047119	-1.524658	-153.313099	200.120676	0.000000	
1450	1.20750	-3.680908	-4.023682	-14.443359	-2.338867	-2.193481	-1.542969	-151.867816	161.933739	0.000000	
1451	1.20833	-3.681274	-4.023682	-14.080566	-2.515381	-2.193604	-1.524536	-155.789437	178.642022	0.000000	
1452	1.20917	-2.787598	-4.209961	-13.726074	-2.375488	-2.090698	-1.543152	-152.315819	173.063925	0.000000	
1453	1.21000	-3.683350	-4.293945	-13.715820	-2.416870	-2.228882	-1.599121	-162.504450	176.210395	0.000000	
1454	1.21083	-3.236694	-4.387207	-13.356445	-2.678467	-2.072266	-1.487366	-155.150983	200.537399	0.000000	
1455	1.21167	-3.682373	-4.203857	-14.079590	-2.464722	-2.123413	-1.431396	-150.814982	175.056355	0.000000	
1456	1.21250	-3.059570	-4.748535	-13.718750	-2.444214	-2.135498	-1.543152	-155.662728	178.165931	0.000000	
1457	1.21333	-3.236450	-4.297119	-12.994629	-2.637329	-2.072632	-1.487427	-159.499117	202.955323	0.000000	
1458	1.21417	-3.593018	-4.114502	-13.354980	-2.600220	-2.015503	-1.543213	-150.917700	194.700377	0.000000	
1459	1.21500	-3.236450	-4.297119	-12.994629	-2.548950	-2.037598	-1.617920	-156.803066	196.154135	0.000000	
1460	1.21583	-3.682129	-4.113770	-13.717285	-2.246704	-2.053711	-1.636353	-149.717011	163.786352	0.000000	
1461	1.21667	-3.417358	-4.386230	-11.541016	-2.633179	-2.114746	-1.413208	-183.237434	228.158318	0.000000	
1462	1.21750	-3.236816	-4.297363	-12.631836	-2.592773	-2.107910	-1.655212	-166.872826	205.257055	0.000000	
1463	1.21833	-2.877197	-4.119385	-13.000000	-2.643921	-1.989380	-1.450256	-153.029222	203.378531	0.000000	
1464	1.21917	-3.413330	-4.115479	-14.082520	-2.379517	-2.078735	-1.431396	-147.611040	168.969523	0.000000	
1465	1.22000	-3.234375	-4.206787	-14.446777	-2.641602	-2.106812	-1.561646	-145.832629	182.850576	0.000000	
1466	1.22083	-3.414551	-4.385742	-14.443359	-2.502441	-2.148438	-1.431274	-148.749155	173.258959	0.000000	
1467	1.22167	-3.595215	-4.474609	-13.352539	-2.763916	-1.980286	-1.506042	-148.307796	206.995539	0.000000	
1468	1.22250	-3.234131	-3.937012	-12.997070	-2.739014	-2.212769	-1.524719	-170.251334	210.740852	0.000000	
1469	1.22333	-3.505737	-4.475342	-13.353516	-2.542847	-2.222290	-1.543213	-166.419848	190.425260	0.000000	
1470	1.22417	-3.058472	-4.298584	-11.907715	-2.680786	-2.101563	-1.524963	-176.487473	225.130192	0.000000	
1471	1.22500	-3.504517	-4.295166	-13.354492	-2.593506	-2.012207	-1.487366	-150.676417	194.204753	0.000000	
1472	1.22583	-3.062256	-5.019043	-12.627930	-2.566162	-1.995972	-1.524841	-158.060088	203.213209	0.000000	
1473	1.22667	-3.416992	-4.656006	-13.715820	-2.403564	-2.113647	-1.524536	-154.102884	175.240299	0.000000	
1474	1.22750	-3.323853	-4.026367	-13.358887	-2.426392	-2.110718	-1.599121	-158.001023	181.631273	0.000000	
1475	1.22833	-2.701538	-4.661133	-12.997559	-2.447021	-2.052734	-1.487427	-157.932304	188.267779	0.000000	
1476	1.22917	-3.145874	-4.027832	-12.272461	-2.558350	-1.999634	-1.468933	-162.936660	208.462640	0.000000	
1477	1.23000	-3.324463	-4.475830	-15.532227	-2.411255	-2.179565	-1.430969	-140.325369	155.242062	0.000000	
1478	1.23083	-3.595337	-4.205078	-11.540527	-2.639893	-2.121460	-1.506409	-183.826952	228.749736	0.000000	
1479	1.23167	-3.322510	-4.025879	-14.810059	-2.294922	-2.320190	-1.487122	-156.663150	154.956975	0.000000	
1480	1.23250	-3.320435	-3.755615	-15.175293	-2.393433	-2.004883	-1.542786	-132.114933	157.719039	0.000000	
1481	1.23333	-3.417358	-4.386230	-11.541016	-2.677368	-2.255005	-1.525085	-195.390506	231.987223	0.000000	
1482	1.23417	-3.501465	-4.024658	-14.808105	-2.515991	-2.151611	-1.487122	-145.299568	169.906354	0.000000	
1483	1.23500	-3.417114	-4.566162	-12.990723	-2.494751	-2.079224	-1.543335	-160.054501	192.040970	0.000000	
1484	1.23583	-2.875977	-4.029297	-13.726563	-2.426392	-2.234131	-1.468689	-162.759676	176.766150	0.000000	
1485	1.23667	-3.506226	-4.565186	-13.352539	-2.627808	-2.187256	-1.506042	-163.808235	196.802092	0.000000	
1486	1.23750	-3.411987	-4.025391	-14.809082	-2.427612	-2.008179	-1.468445	-135.604537	163.927264	0.000000	
1487	1.23833	-3.684814	-4.384277	-12.626465	-2.501221	-2.019165	-1.580688	-159.915310	198.093507	0.000000	
1488	1.23917	-3.329834	-4.747070	-11.901855	-2.575806	-2.041260	-1.524963	-171.507692	216.420513	0.000000	
1489	1.24000	-3.683838	-4.383789	-13.714844	-2.546387	-2.088623	-1.561829	-152.289234	185.666477	0.000000	
1490	1.24083	-2.697632	-4.300293	-14.814453	-2.726807	-2.086914	-1.542908	-140.870138	184.063942	0.000000	
1491	1.24167	-3.326782	-4.386719	-12.630371	-2.633667	-2.216187	-1.450317	-175.464878	208.518576	0.000000	
1492	1.24250	-3.419434	-4.926270	-12.987793	-2.260498	-2.149048	-1.468811	-165.466747	174.047897	0.000000	
1493	1.24333	-3.059937	-4.658691	-12.631348	-2.623657	-2.136230	-1.394348	-169.121342	207.710000	0.000000	
1494	1.24417	-3.593872	-4.204590	-12.991699	-2.419800	-2.260864	-1.636414	-174.023753	186.257376	0.000000	
1495	1.24500	-3.503540	-4.025146	-12.631348	-2.470337	-2.047852	-1.524841	-162.124551	195.571920	0.000000	
1496	1.24583	-3.328369	-4.566895	-12.265625	-2.626831	-1.971008	-1.431702	-160.693670	214.162022	0.000000	
1497	1.24667	-3.773193	-4.473145	-14.438965	-2.631836	-2.231689	-1.617554	-154.560211	182.273173	0.000000	
1498	1.24750	-3.685059	-4.474365	-12.988281	-2.365601	-2.088989	-1.506104	-160.836466	182.133459	0.000000	
1499	1.24833	-3.326050	-4.206543	-12.268555	-2.507324	-2.216431	-1.487610	-180.659476	204.369975	0.000000	
1500	1.24917	-3.416992	-4.476318	-12.628418	-2.365112	-2.184448	-1.506165	-172.978773	187.284924	0.000000	
1501	1.25000	-3.234253	-4.296631	-15.171875	-2.373413	-2.071533	-1.561401	-136.537719	156.435054	0.000000	
1502	1.25083	-3.325439	-4.386230	-14.081543	-2.457886	-2.145264	-1.617676	-152.345782	174.546621	0.000000	
1503	1.25167	-3.687256	-4.834229	-12.985840	-2.573486	-2.088867	-1.543335	-160.857304	198.176349	0.000000	
1504	1.25250	-3.056763	-4.478027	-14.809082	-2.543579	-2.135010	-1.542908	-144.168947	171.758053	0.000000	
1505	1.25333	-2.967896	-4.298828	-12.997559	-2.593140	-2.062744	-1.524719	-158.702431	199.509749	0.000000	
1506	1.25417	-3.148804	-4.657959	-13.355469	-2.491577	-2.068848	-1.561829	-154.906405	186.558570	0.000000	
1507	1.25500	-3.057251	-4.388184	-13.721680	-2.678711	-2.135620	-1.543152	-155.638389	195.217422	0.000000	
1508	1.25583	-3.592529	-4.204346	-14.443359	-2.464844	-2.084961	-1.542969	-144.354293	170.655849	0.000000	
1509	1.25667	-3.593506	-3.934814	-11.542480	-2.340332	-2.261719	-1.506409	-195.947375	202.758154	0.000000	
1510	1.25750	-3.416382	-4.565918	-13.716309	-2.451050	-2.183838	-1.468689	-159.214695	178.696024	0.000000	
1511	1.25833	-3.236816	-4.477051	-13.718750	-2.542847	-2.072266	-1.524536	-151.053531	185.355567	0.000000	
1512	1.25917	-3.594482	-4.474609	-14.077637	-2.543213	-2.260254	-1.505859	-160.556346	180.656238	0.000000	
1513	1.26000	-3.234863	-4.566650	-16.258789	-2.320068	-1.895691	-1.523987	-116.594841	142.696258	0.000000	
1514	1.26083	-2.968018	-4.388916	-13.359863	-2.457275	-2.202515	-1.468750	-164.860568	183.929681	0.000000	
1515	1.26167	-3.059570	-4.748535	-13.718750	-2.532715	-2.135498	-1.468689	-155.662728	184.617027	0.000000	
1516	1.26250	-3.238403	-4.747070	-13.716797	-2.577026	-2.072021	-1.450073	-151.057240	187.873772	0.000000	
1517	1.26333	-3.323730	-4.116211	-14.083984	-2.467773	-2.250488	-1.468567	-159.790598	175.218416	0.000000	
1518	1.26417	-3.237061	-4.566895	-14.081055	-2.406982	-2.106934	-1.468567	-149.628962	170.937652	0.000000	
1519	1.26500	-3.055664	-4.208008	-14.085938	-2.597046	-2.135376	-1.543091	-151.596298	184.371534	0.000000	
1520	1.26583	-3.237671	-4.387451	-12.268555	-2.633545	-2.142944	-1.487610	-174.669665	214.658123	0.000000	
1521	1.26667	-3.411499	-3.845337	-14.084961	-2.477905	-2.078735	-1.431396	-147.585454	175.925605	0.000000	
1522	1.26750	-3.416016	-4.385986	-12.992188	-2.678345	-2.114136	-1.450256	-162.723617	206.150406	0.000000	
1523	1.26833	-3.595825	-4.295166	-11.540039	-2.724976	-2.261719	-1.431885	-195.988830	236.132267	0.000000	
1524	1.26917	-3.773193	-4.473145	-14.438965	-2.410767	-2.231689	-1.468506	-154.560211	166.962565	0.000000	
1525	1.27000	-3.325684	-4.386230	-13.718750	-2.369141	-2.145508	-1.505981	-156.392369	172.693622	0.000000	
1526	1.27083	-3.236938	-4.387207	-12.994141	-2.457153	-2.072510	-1.506104	-159.495716	189.097024	0.000000	
1527	1.27167	-3.505859	-4.565186	-13.715820	-2.583862	-2.082153	-1.487305	-151.806693	188.385546	0.000000	
1528	1.27250	-3.416382	-4.565918	-13.716309	-2.627930	-2.148804	-1.468689	-156.660496	191.591613	0.000000	
1529	1.27333	-3.592163	-4.384033	-15.893066	-2.503418	-2.259399	-1.468140	-142.162586	157.516360	0.000000	
1530	1.27417	-3.506470	-4.475342	-12.627441	-2.497925	-2.047607	-1.431641	-162.155369	197.817176	0.000000	
1531	1.27500	-3.326050	-4.206543	-12.268555	-2.684326	-2.111328	-1.450378	-172.092653	218.797262	0.000000	
1532	1.27583	-3.234253	-4.296631	-15.171875	-2.594482	-2.176636	-1.580078	-143.465178	171.006050	0.000000	
1533	1.27667	-3.234863	-4.116943	-13.358887	-2.334717	-2.037354	-1.561829	-152.509229	174.768815	0.000000	
1534	1.27750	-3.415649	-4.385986	-13.354980	-2.634399	-2.148926	-1.506042	-160.908193	197.259698	0.000000	
1535	1.27833	-3.323975	-4.206055	-14.445801	-2.553223	-2.040161	-1.542969	-141.228663	176.744972	0.000000	
1536	1.27917	-3.327759	-4.656738	-13.354004	-2.624390	-2.040405	-1.487366	-152.793521	196.524553	0.000000	
1537	1.28000	-3.685303	-4.564209	-13.350586	-2.406738	-2.123901	-1.450134	-159.086753	180.272109	0.000000	
1538	1.28083	-3.590942	-3.844238	-13.719727	-2.433472	-2.120483	-1.505981	-154.557264	177.370275	0.000000	
1539	1.28167	-3.236450	-4.297119	-12.994629	-2.460449	-2.142578	-1.468811	-164.881825	189.343554	0.000000	
1540	1.28250	-3.683350	-4.293945	-13.715820	-2.461182	-2.193848	-1.524536	-159.950160	179.441082	0.000000	
1541	1.28333	-3.501709	-4.114746	-15.170410	-2.380249	-2.256592	-1.486938	-148.749557	156.900769	0.000000	
1542	1.28417	-2.968994	-4.479248	-12.996094	-2.542236	-2.237671	-1.580627	-172.180268	195.615419	0.000000	
1543	1.28500	-3.681519	-4.023682	-13.717773	-2.515259	-2.228882	-1.468689	-162.481313	183.357656	0.000000	
1544	1.28583	-3.592163	-4.114258	-14.081055	-2.423706	-2.155151	-1.561768	-153.053263	172.125321	0.000000	
1545	1.28667	-2.968628	-4.568848	-14.083984	-2.583740	-2.202026	-1.468567	-156.349674	183.452364	0.000000	
1546	1.28750	-3.950806	-3.932251	-12.264160	-2.517700	-2.204346	-1.524902	-179.738822	205.289246	0.000000	
1547	1.28833	-3.237915	-4.477295	-12.630859	-2.453491	-2.107788	-1.468872	-166.876063	194.245786	0.000000	
1548	1.28917	-3.324829	-3.936646	-11.907715	-2.384521	-2.111450	-1.580811	-177.317833	200.250133	0.000000	
1549	1.29000	-3.054688	-4.028076	-14.086914	-2.736328	-2.170532	-1.431396	-154.081456	194.246101	0.000000	
1550	1.29083	-3.232788	-3.756714	-13.361328	-2.347900	-2.107422	-1.543213	-157.725479	175.723578	0.000000	
1551	1.29167	-3.144775	-4.117432	-14.085449	-2.511841	-2.138794	-1.450012	-151.844213	178.328769	0.000000	
1552	1.29250	-3.057129	-4.298340	-13.359375	-2.593384	-1.925659	-1.543213	-144.142909	194.124635	0.000000	
1553	1.29333	-3.326416	-4.386719	-12.992676	-2.722412	-2.145874	-1.524719	-165.160284	209.534368	0.000000	
1554	1.29417	-3.415405	-4.475586	-14.080078	-2.366211	-2.148438	-1.505859	-152.587044	168.053822	0.000000	
1555	1.29500	-3.593994	-4.114746	-12.266113	-2.643677	-2.086182	-1.431702	-170.076828	215.526850	0.000000	
1556	1.29583	-3.595947	-4.654541	-13.713867	-2.536377	-2.155396	-1.580444	-157.169052	184.949797	0.000000	
1557	1.29667	-3.233887	-4.116699	-14.447754	-2.600586	-2.141968	-1.505798	-148.256109	179.999324	0.000000	
1558	1.29750	-2.606567	-3.761108	-13.005371	-2.435913	-2.119629	-1.561951	-162.981040	187.300544	0.000000	
1559	1.29833	-3.235718	-4.297119	-13.720703	-2.460938	-2.037109	-1.450073	-148.469751	179.359431	0.000000	
1560	1.29917	-3.412842	-4.115479	-14.445313	-2.645020	-2.113525	-1.449951	-146.312196	183.105733	0.000000	
1561	1.30000	-3.503418	-4.384766	-15.167969	-2.547363	-2.116333	-1.561401	-139.526461	167.943600	0.000000	
1562	1.30083	-3.057739	-4.298584	-12.633789	-2.415894	-1.926147	-1.580688	-152.459998	191.224782	0.000000	
1563	1.30167	-3.772095	-4.292969	-14.440430	-2.550049	-2.231812	-1.505798	-154.552986	176.590924	0.000000	
1564	1.30250	-3.409668	-3.755005	-15.536621	-2.437988	-2.078003	-1.580017	-133.748704	156.918822	0.000000	
1565	1.30333	-2.967407	-4.208984	-12.998535	-2.463745	-1.992676	-1.561951	-153.300026	189.540213	0.000000	
1566	1.30417	-3.325562	-4.476318	-14.443848	-2.543213	-2.110107	-1.412598	-146.090396	176.075860	0.000000	
1567	1.30500	-3.771973	-4.383057	-15.165527	-2.281860	-2.021118	-1.486938	-133.270550	150.463634	0.000000	
1568	1.30583	-2.788696	-4.389893	-13.724121	-2.280518	-1.985596	-1.468689	-144.679261	166.168570	0.000000	
1569	1.30667	-3.770264	-4.022949	-14.442871	-2.604248	-2.196777	-1.468506	-152.101153	180.313736	0.000000	
1570	1.30750	-3.508545	-4.656006	-11.537598	-2.225220	-2.012939	-1.525085	-174.467815	192.866816	0.000000	
1571	1.30833	-3.770752	-4.202881	-15.166504	-2.509644	-2.301392	-1.524231	-151.741734	165.472779	0.000000	
1572	1.30917	-3.596680	-4.654785	-12.987793	-2.624390	-2.260742	-1.561951	-174.066694	202.065867	0.000000	
1573	1.31000	-2.788574	-4.300049	-13.362305	-2.504761	-2.125854	-1.524658	-159.093401	187.449755	0.000000	
1574	1.31083	-3.326538	-4.566406	-14.080078	-2.406982	-2.180298	-1.450012	-154.849840	170.949508	0.000000	
1575	1.31167	-3.505981	-4.475342	-12.990723	-2.498169	-2.047363	-1.692383	-157.601955	192.304078	0.000000	
1576	1.31250	-3.324951	-4.296143	-14.082031	-2.638062	-2.145264	-1.505859	-152.340499	187.335298	0.000000	
1577	1.31333	-3.144897	-4.207275	-14.447754	-2.420410	-2.068604	-1.412598	-143.178208	167.528473	0.000000	
1578	1.31417	-2.881104	-4.749756	-12.995117	-2.443726	-2.059204	-1.524719	-158.459833	188.049523	0.000000	
1579	1.31500	-3.144775	-3.847656	-12.273438	-2.476440	-2.209839	-1.580750	-180.050525	201.772358	0.000000	
1580	1.31583	-3.236450	-4.477051	-14.081543	-2.719727	-2.177002	-1.561768	-154.599674	193.141232	0.000000	
1581	1.31667	-3.418945	-4.746338	-12.263672	-2.620361	-2.184448	-1.543457	-178.123507	213.668578	0.000000	
1582	1.31750	-3.412964	-4.295166	-15.532227	-2.550903	-2.323120	-1.412354	-149.567746	164.232946	0.000000	
1583	1.31833	-3.327271	-4.386719	-12.267578	-2.368164	-2.076172	-1.524902	-169.240567	193.042509	0.000000	
1584	1.31917	-3.324219	-4.206299	-14.083008	-2.375977	-2.005249	-1.450012	-142.387837	168.712295	0.000000	
1585	1.32000	-3.234375	-4.026855	-13.359375	-2.470581	-2.177490	-1.412842	-162.993421	184.932383	0.000000	
1586	1.32083	-3.414185	-4.115723	-12.994141	-2.157715	-1.939026	-1.561951	-149.223095	166.052908	0.000000	
1587	1.32167	-2.968872	-4.569092	-13.721191	-2.406616	-2.027222	-1.599121	-147.743853	175.394114	0.000000	
1588	1.32250	-3.235229	-4.386719	-14.808105	-2.192993	-2.036621	-1.449890	-137.534210	148.094108	0.000000	
1589	1.32333	-3.414917	-4.205811	-12.993164	-2.552490	-2.079224	-1.487427	-160.024427	196.448703	0.000000	
1590	1.32417	-3.325317	-4.026611	-11.907227	-2.469604	-2.006470	-1.468994	-168.508570	207.403838	0.000000	
1591	1.32500	-3.682983	-4.024170	-12.266113	-2.514160	-2.124512	-1.450378	-173.201704	204.967955	0.000000	
1592	1.32583	-3.414185	-4.115723	-12.994141	-2.599976	-2.149170	-1.543335	-165.395310	200.088306	0.000000	
1593	1.32667	-3.507935	-4.835449	-13.350586	-2.219849	-2.117065	-1.506042	-158.574720	166.273499	0.000000	
1594	1.32750	-2.967041	-4.388672	-14.448242	-2.458008	-2.096924	-1.542969	-145.133491	170.125042	0.000000	
1595	1.32833	-3.058594	-4.478271	-12.995117	-2.630737	-2.100952	-1.506104	-161.672428	202.440445	0.000000	
1596	1.32917	-3.412354	-4.025391	-14.446289	-2.383057	-2.253662	-1.505798	-156.002839	164.959778	0.000000	
1597	1.33000	-3.148560	-4.388184	-11.906250	-2.412109	-2.209961	-1.562195	-185.613517	202.591864	0.000000	
1598	1.33083	-3.593750	-4.114746	-12.629395	-2.290039	-2.191162	-1.487549	-173.497004	181.326116	0.000000	
1599	1.33167	-3.147583	-4.477783	-13.357422	-2.498169	-2.174072	-1.468750	-162.761369	187.024784	0.000000	
1600	1.33250	-3.682495	-4.113770	-13.354004	-2.644409	-2.158936	-1.524658	-161.669531	198.023694	0.000000	
1601	1.33333	-3.324097	-4.116211	-13.721191	-2.644409	-2.075684	-1.543152	-151.275755	192.724458	0.000000	
1602	1.33417	-3.056152	-4.208008	-13.723145	-2.552734	-2.240723	-1.524536	-163.280555	186.016723	0.000000	
1603	1.33500	-3.053955	-4.207520	-15.899902	-2.509766	-2.169678	-1.542664	-136.458557	157.847864	0.000000	
1604	1.33583	-3.323853	-4.026367	-13.358887	-2.559082	-2.110718	-1.543213	-158.001023	191.564019	0.000000	
1605	1.33667	-3.057617	-4.388428	-13.358887	-2.634277	-2.170776	-1.543213	-162.496802	197.192880	0.000000	
1606	1.33750	-2.968262	-4.658691	-14.809082	-2.492432	-2.236694	-1.580200	-151.035313	168.304263	0.000000	
1607	1.33833	-3.685059	-4.474365	-12.988281	-2.586670	-1.983826	-1.431580	-152.739662	199.154135	0.000000	
1608	1.33917	-3.773315	-4.383301	-13.713867	-2.501953	-2.161987	-1.505981	-157.649719	182.439650	0.000000	
1609	1.34000	-3.327026	-4.476807	-12.992188	-2.365356	-2.005737	-1.580627	-154.380262	182.059907	0.000000	
1610	1.34083	-3.413940	-4.295410	-14.444336	-2.373047	-2.183594	-1.487183	-151.173011	164.289095	0.000000	
1611	1.34167	-3.144653	-3.937500	-12.998535	-2.562256	-2.034424	-1.599243	-156.511776	197.118816	0.000000	
1612	1.34250	-3.324463	-4.116455	-13.357910	-2.555786	-2.145752	-1.412842	-160.635304	191.331286	0.000000	
1613	1.34333	-3.594971	-4.384766	-12.990234	-2.457397	-2.155762	-1.524719	-165.952488	189.172681	0.000000	
1614	1.34417	-3.501831	-3.844971	-13.358398	-2.610107	-2.082397	-1.468750	-155.886761	195.390745	0.000000	
1615	1.34500	-3.416626	-4.566162	-13.353516	-2.583496	-2.183960	-1.506042	-163.549437	193.469358	0.000000	
1616	1.34583	-3.055664	-4.208008	-14.085938	-2.464478	-1.995300	-1.543091	-141.651934	174.960136	0.000000	
1617	1.34667	-3.859985	-3.932495	-13.716797	-2.474609	-2.130371	-1.468689	-155.311121	180.407233	0.000000	
1618	1.34750	-3.236816	-4.297363	-12.631836	-2.415894	-2.037842	-1.617981	-161.325860	191.254349	0.000000	
1619	1.34833	-3.324951	-4.296143	-14.082031	-2.328491	-2.180298	-1.580383	-154.828363	165.351942	0.000000	
1620	1.34917	-3.501831	-4.024902	-14.445313	-2.427246	-2.291870	-1.542969	-158.658396	168.030016	0.000000	
